Param1,Param2,Sensitivity value,Target,Sens Function 1,Sens Function 2,Two-way Sens Function
P(-ISC|-MC),P(C|B^ISC),0.7125,P(CT|-MC),(-0.61·x + 0.35)/(-0.61·x + 0.35),(0.68·x + 0.19)/(0.68·x + 0.19),(-0.68·xy + -0.17·x + -0.1.y + 0.06) / (-0.68·xy + -0.17·x + -0.1·y + 0.06)
P(-ISC|-MC),P(C|B^ISC),0.7125,P(-CT|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(-C|B^ISC),0.7125,P(B|-MC),(-0.66·x + -0.24)/(-0.66·x + -0.24),(-0.66·x + -0.24)/(-0.66·x + -0.24),(0.4·xy + -0.52·x + 0.2.y + 0.17) / (0.4·xy + -0.52·x + 0.2·y + 0.17)
P(-ISC|-MC),P(-C|B^ISC),0.7125,P(-B|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(-C|B^ISC),0.7125,P(SH|-MC),(0.1·x + 0.0)/(0.99·x + 0.01),(0.1·x + -0.0)/(0.99·x + -0.02),(-0.07·xy + 0.0·x + 0.05.y + -0.06) / (-0.66·xy + 0.03·x + 0.48·y + -0.57)
P(-ISC|-MC),P(-C|B^ISC),0.7125,P(-SH|-MC),(0.49·x + 0.45)/(0.55·x + 0.5),(0.4·x + -0.53)/(0.45·x + -0.59),(-0.32·xy + 0.3·x + 0.46.y + -0.21) / (-0.36·xy + 0.33·x + 0.51·y + -0.24)
P(-ISC|-MC),P(-C|B^ISC),0.7125,P(CT|-MC),(-0.71·x + -0.02)/(-0.71·x + -0.02),(-0.34·x + 0.62)/(-0.34·x + 0.62),(0.29·xy + -0.63·x + 0.14.y + -0.03) / (0.29·xy + -0.63·x + 0.14·y + -0.03)
P(-ISC|-MC),P(-C|B^ISC),0.7125,P(-CT|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(C|B^-ISC),0.7125,P(B|-MC),(0.71·x + 0.02)/(0.71·x + 0.02),(0.68·x + 0.19)/(0.68·x + 0.19),(0.15·xy + 0.69·x + -0.0.y + -0.01) / (0.15·xy + 0.69·x + -0.0·y + -0.01)
P(-ISC|-MC),P(C|B^-ISC),0.7125,P(-B|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(C|B^-ISC),0.7125,P(SH|-MC),(0.07·x + 0.07)/(0.72·x + 0.69),(-0.08·x + 0.05)/(-0.85·x + 0.52),(-0.1·xy + -0.01·x + 0.0.y + 0.0) / (-0.99·xy + -0.08·x + 0.02·y + 0.01)
P(-ISC|-MC),P(C|B^-ISC),0.7125,P(-SH|-MC),(-0.67·x + 0.02)/(-0.74·x + 0.02),(-0.22·x + -0.63)/(-0.24·x + -0.7),(0.58·xy + 0.08·x + -0.31.y + 0.11) / (0.64·xy + 0.08·x + -0.35·y + 0.12)
P(-ISC|-MC),P(C|B^-ISC),0.7125,P(CT|-MC),(-0.69·x + -0.15)/(-0.69·x + -0.15),(-0.69·x + -0.16)/(-0.69·x + -0.16),(-0.66·xy + -0.03·x + -0.26.y + -0.02) / (-0.66·xy + -0.03·x + -0.26·y + -0.02)
P(-ISC|-MC),P(C|B^-ISC),0.7125,P(-CT|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(-C|B^-ISC),0.7125,P(B|-MC),(0.51·x + 0.49)/(0.51·x + 0.49),(0.71·x + 0.05)/(0.71·x + 0.05),(-0.16·xy + 0.67·x + 0.08.y + 0.12) / (-0.16·xy + 0.67·x + 0.08·y + 0.12)
P(-ISC|-MC),P(-C|B^-ISC),0.7125,P(-B|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(-C|B^-ISC),0.7125,P(SH|-MC),(0.01·x + -0.1)/(0.1·x + -0.99),(-0.1·x + -0.01)/(-0.99·x + -0.05),(0.04·xy + -0.0·x + 0.01.y + -0.09) / (0.36·xy + -0.02·x + 0.05·y + -0.93)
P(-ISC|-MC),P(-C|B^-ISC),0.7125,P(-SH|-MC),(0.49·x + 0.45)/(0.55·x + 0.5),(0.67·x + 0.04)/(0.74·x + 0.04),(-0.22·xy + 0.63·x + 0.03.y + 0.03) / (-0.24·xy + 0.7·x + 0.03·y + 0.03)
P(-ISC|-MC),P(-C|B^-ISC),0.7125,P(CT|-MC),(0.71·x + -0.02)/(0.71·x + -0.02),(0.67·x + -0.24)/(0.67·x + -0.24),(-0.03·xy + 0.1·x + 0.69.y + -0.09) / (-0.03·xy + 0.1·x + 0.69·y + -0.09)
P(-ISC|-MC),P(-C|B^-ISC),0.7125,P(-CT|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(C|-B^ISC),0.7125,P(B|-MC),(0.71·x + 0.02)/(0.71·x + 0.02),(-0.71·x + 0.02)/(-0.71·x + 0.02),(-0.7·xy + 0.02·x + 0.02.y + -0.05) / (-0.7·xy + 0.02·x + 0.02·y + -0.05)
P(-ISC|-MC),P(C|-B^ISC),0.7125,P(-B|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(C|-B^ISC),0.7125,P(SH|-MC),(0.03·x + -0.09)/(0.3·x + -0.95),(0.01·x + 0.1)/(0.05·x + 0.99),(-0.08·xy + 0.02·x + -0.05.y + 0.02) / (-0.81·xy + 0.2·x + -0.5·y + 0.19)
P(-ISC|-MC),P(C|-B^ISC),0.7125,P(-SH|-MC),(0.49·x + 0.45)/(0.55·x + 0.5),(0.26·x + 0.62)/(0.29·x + 0.68),(0.19·xy + -0.35·x + -0.54.y + 0.0) / (0.21·xy + -0.39·x + -0.6·y + 0.0)
P(-ISC|-MC),P(C|-B^ISC),0.7125,P(CT|-MC),(0.7·x + 0.06)/(0.7·x + 0.06),(0.68·x + 0.19)/(0.68·x + 0.19),(-0.04·xy + -0.49·x + -0.51.y + -0.01) / (-0.04·xy + -0.49·x + -0.51·y + -0.01)
P(-ISC|-MC),P(C|-B^ISC),0.7125,P(-CT|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(-C|-B^ISC),0.7125,P(B|-MC),(0.71·x + 0.05)/(0.71·x + 0.05),(0.67·x + -0.22)/(0.67·x + -0.22),(0.15·xy + -0.67·x + -0.18.y + 0.03) / (0.15·xy + -0.67·x + -0.18·y + 0.03)
P(-ISC|-MC),P(-C|-B^ISC),0.7125,P(-B|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(-C|-B^ISC),0.7125,P(SH|-MC),(0.08·x + -0.05)/(0.85·x + -0.52),(0.1·x + -0.0)/(0.99·x + -0.02),(0.1·xy + -0.02·x + -0.01.y + -0.01) / (0.98·xy + -0.16·x + -0.09·y + -0.07)
P(-ISC|-MC),P(-C|-B^ISC),0.7125,P(-SH|-MC),(-0.48·x + -0.47)/(-0.53·x + -0.52),(0.08·x + 0.66)/(0.08·x + 0.74),(0.22·xy + 0.36·x + 0.24.y + 0.46) / (0.25·xy + 0.4·x + 0.27·y + 0.51)
P(-ISC|-MC),P(-C|-B^ISC),0.7125,P(CT|-MC),(-0.69·x + -0.15)/(-0.69·x + -0.15),(0.67·x + -0.24)/(0.67·x + -0.24),(0.36·xy + -0.4·x + -0.38.y + -0.26) / (0.36·xy + -0.4·x + -0.38·y + -0.26)
P(-ISC|-MC),P(-C|-B^ISC),0.7125,P(-CT|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(C|-B^-ISC),0.7125,P(B|-MC),(-0.68·x + 0.18)/(-0.68·x + 0.18),(0.7·x + 0.12)/(0.7·x + 0.12),(-0.03·xy + 0.68·x + -0.17.y + 0.08) / (-0.03·xy + 0.68·x + -0.17·y + 0.08)
P(-ISC|-MC),P(C|-B^-ISC),0.7125,P(-B|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(C|-B^-ISC),0.7125,P(SH|-MC),(-0.04·x + -0.09)/(-0.38·x + -0.92),(-0.01·x + 0.1)/(-0.11·x + 0.99),(0.09·xy + 0.01·x + 0.03.y + 0.01) / (0.92·xy + 0.11·x + 0.34·y + 0.09)
P(-ISC|-MC),P(C|-B^-ISC),0.7125,P(-SH|-MC),(0.2·x + 0.64)/(0.22·x + 0.71),(0.49·x + -0.45)/(0.55·x + -0.5),(-0.36·xy + -0.32·x + 0.07.y + -0.46) / (-0.4·xy + -0.36·x + 0.07·y + -0.51)
P(-ISC|-MC),P(C|-B^-ISC),0.7125,P(CT|-MC),(0.71·x + 0.01)/(0.71·x + 0.01),(-0.69·x + -0.16)/(-0.69·x + -0.16),(-0.12·xy + -0.47·x + 0.52.y + 0.03) / (-0.12·xy + -0.47·x + 0.52·y + 0.03)
P(-ISC|-MC),P(C|-B^-ISC),0.7125,P(-CT|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(-C|-B^-ISC),0.7125,P(B|-MC),(0.7·x + -0.1)/(0.7·x + -0.1),(0.7·x + -0.06)/(0.7·x + -0.06),(0.6·xy + -0.36·x + 0.04.y + 0.08) / (0.6·xy + -0.36·x + 0.04·y + 0.08)
P(-ISC|-MC),P(-C|-B^-ISC),0.7125,P(-B|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
P(-ISC|-MC),P(-C|-B^-ISC),0.7125,P(SH|-MC),(-0.05·x + -0.09)/(-0.48·x + -0.87),(-0.06·x + 0.08)/(-0.59·x + 0.8),(0.0·xy + 0.1·x + 0.02.y + -0.0) / (0.01·xy + 0.97·x + 0.23·y + -0.03)
P(-ISC|-MC),P(-C|-B^-ISC),0.7125,P(-SH|-MC),(-0.63·x + -0.23)/(-0.7·x + -0.26),(-0.35·x + 0.57)/(-0.39·x + 0.63),(-0.03·xy + 0.17·x + -0.1.y + 0.64) / (-0.03·xy + 0.18·x + -0.11·y + 0.71)
P(-ISC|-MC),P(-C|-B^-ISC),0.7125,P(CT|-MC),(0.67·x + -0.22)/(0.67·x + -0.22),(0.7·x + -0.06)/(0.7·x + -0.06),(-0.68·xy + 0.17·x + -0.04.y + 0.1) / (-0.68·xy + 0.17·x + -0.04·y + 0.1)
P(-ISC|-MC),P(-C|-B^-ISC),0.7125,P(-CT|-MC),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·x + 0.0)/(0.0·x + 1.0),(0.0·xy + 0.0·x + 0.0.y + 0.0) / (0.0·xy + 0.0·x + 0.0·y + 1.0)
